date,location,type,redd_count,salmon_count,depth_m,pot_depth_m,velocity,percent_fine_substrate,percent_small_substrate,percent_medium_substrate,percent_large_substrate,percent_boulder,redd_width_m,redd_length_m,latitude,longitude
2019-10-28,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,0,0.44,0.53,NA,10,15,40,35,0,1.2,3.1,NA,NA
2019-10-28,Mid Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Mid Auditorium,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,2,0.41,0.4,0.16404200000000002,25,40,25,10,0,1.3,2.4,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,1,0.38,0.52,1.64042,30,35,25,10,0,2.1,4.5,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,1,0.14,0.3,0.5905511999999999,0,20,40,35,5,1.5,1.6,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,1,0.36,0.44,1.5091864000000002,5,15,35,45,0,1.6,2.8,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Lower Table Mountain,Point,1,1,0.54,0.61,1.7060368000000001,20,15,40,20,5,1.7,2.3,NA,NA
2019-10-28,Lower Table Mountain,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,0.46,0.52,1.0498688,45,40,10,5,0,1.4,1.6,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,0.3,0.38,0.7874015999999999,20,30,20,25,5,1.6,3.1,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Hatchery Pipe,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Cottonwood,Point,1,1,0.24,0.38,1.0826772,15,55,25,5,0,2.2,2.1,NA,NA
2019-10-28,Upper Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Cottonwood,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,1,0.4,0.46,1.7388452,0,15,20,60,5,1,2,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,2,0.2,0.3,0.82021,5,20,25,45,5,0.6,1.7,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,2,0.1,0.38,1.3123360000000002,0,40,50,10,0,3.2,2,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,3,0.34,0.4,1.9685039999999998,0,40,30,30,0,1.5,3.2,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,3,0.3,0.56,2.8871392,0,60,30,10,0,1.3,3,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-28,Upper Hatchery,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,0.66,0.72,0.8530184000000001,15,30,40,15,0,2,2.5,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,0.26,0.28,0.5577428,10,50,30,10,0,1.5,2.2,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,0.65,0.76,1.3779527999999999,5,20,30,35,10,1.6,2.8,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,0.48,0.5,1.9356955999999998,5,20,40,30,5,1.8,2.4,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,0.68,0.71,1.64042,5,10,25,50,10,1.3,2.3,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,1,0.48,0.48,2.5262468,5,10,30,50,5,1,2.2,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,0.21,0.35,2.0669292,10,15,25,50,0,0.8,1,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-29,Trailer Park,Point,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
